index,選挙区名,議員氏名,twitter_id,twitter_name,twitter_follower,twitter_follow,youtube_id,youtube_name,youtube_follower,youtube_video_num,home_page_url,生年月日,性別,任期満了,読み方,会派,当選回数,＜正字＞,,
136,埼玉8,柴山 昌彦,@shiba_masa,柴山昌彦,47600,29,@user-up3uh9rt6n,48チャンネル(衆議院議員しばやま昌彦),43,10,https://www.shibamasa.net/,1965年12月5日,1,,しばやま まさひこ,自民,7,,,
137,沖縄3,島尻 安伊子,@shimajiriaiko,島尻あい子 衆議院議員【公式】,4690,259,@user-qf3lk3cu6k,島尻あい子,157,36,https://lit.link/shimajiriaiko,1965年3月4日,２,,しまじり あいこ,自民,1,,,
138,長野2,下条 みつ,@mitsumatsumoto2,衆議院議員 下条 みつ,1344,422,,,,,http://mitsu-net.com/,1955年12月29日,1,,しもじょう みつ,立憲,5,,,
139,東京11,下村 博文,@hakubun_s,下村博文,5252,76,@monosashi4421,MONOSASHI,127,24,https://www.hakubun.biz/,1954年5月23日,１,,しもむら はくぶん,自民,9,,,
140,広島4,新谷 正義,@Shintani_dr,新谷正義（しんたに　まさよし）,684,1,@user-cp8bm3xd1x,新谷正義,39,21,http://shintani-m.jp/,1975年3月8日,1,,しんたに まさよし,自民,4,,,
141,埼玉2,新藤 義孝,@shindo_y,新藤　義孝,67500,983,@shindoyoshitaka,shindoyoshitaka,2680,435,https://www.shindo.gr.jp/,1958年1月20日,１,,しんどう よしたか,自民,8,,,
142,東京19,末松 義規,@9999suematsu,末松義規　衆議院議員(小平市･国分寺市・国立市)【東京19区】,3579,796,,,,,https://www.y-sue.net/71719/,1956年12月5日,1,,すえまつ よしのり,立憲,7,,,
143,神奈川2,菅 義偉,@sugawitter,菅 義偉,677500,27,,,,,https://www.sugayoshihide.gr.jp/,1948年12月6日,1,,すが よしひで,自民,9,,,
144,三重4,鈴木 英敬,@eikeisuzuki,すずき英敬（えいけい）,65400,6070,@user-cr8pk1ho8m,えいけいチャンネル｜鈴木英敬,654,29,https://eikei.jp/,1974年8月15日,1,,すずき えいけい,自民,1,,,
145,神奈川7,鈴木 馨祐,@SuzukiKeisukeMP,鈴木馨祐(けいすけ),4576,100,@Keisukechannel,Keisukechannel,200,57,https://www.suzukikeisuke.jp/,1977年2月9日,１,,すずき けいすけ,自民,5,,,
146,岩手2,鈴木 俊一,,,,,,,,,https://suzukishunichi.jp/,1953年4月13日,1,,すずき しゅんいち,自民,10,,,
147,愛知7,鈴木 淳司,@jyunji_suzuki,鈴木じゅんじ,5893,101,,,,,https://suzukaze.net/,1958年4月7日,１,,すずき じゅんじ,自民,6,,,
148,山形2,鈴木 憲和,@norikazu_0130,鈴木憲和,1408,213,@tv-bu7ts,すずきのりかずtv,270,17,https://suzuki-norikazu.com/,1982年1月30日,1,,すずき のりかず,自民,4,,,
149,東京10,鈴木 隼人,@HYT4ALL,衆議院議員 鈴木隼人（自民党東京10区）すずきはやと,4551,570,@user-ne5hm9mk9o,【衆議院議員】鈴木隼人,149,43,https://www.suzukihayato.jp/,1977年8月8日,1,,すずき はやと,自民,3,,,
150,兵庫3,関 芳弘,@sekiyoshihiro,関芳弘 ✳️自民党✳️兵庫３区⛴🌊(神戸市須磨区・垂水区）,9107,1614,@sekiyoshihiro,芳弘関,32,8,https://3ku-seki.com/,1965年6月7日,1,,せき よしひろ,自民,5,,,
151,東京4,平 将明,@TAIRAMASAAKI,平将明（たいらまさあき/Taira Masaaki）,105700,1858,@tairamasaaki,平将明チャンネル,6080,78,https://www.taira-m.jp/,1967年2月21日,1,,たいら まさあき,自民,6,,,
152,奈良2,高市 早苗,@takaichi_sanae,高市早苗,602000,1,@user-tb6ri8gb5h,高市早苗チャンネル,189000,231,https://www.sanae.gr.jp/,1961年3月7日,2,,たかいち さなえ,自民,9,,,
153,福井2,高木 毅,,,,,,,,,http://www.takagitsuyoshi.jp/,1956年1月16日,1,,たかぎ つよし,自民,8,,,
154,北海道3,高木 宏壽,@takagi_hirohisa,高木ひろひさ（北海道3区：白石区・豊平区・清田区）,2457,95,@user-eg3bw3bg4y,高木ひろひさ YouTubeチャンネル,239,55,https://www.hirohisa-takagi.jp/,1960年4月9日,1,,たかぎ ひろひさ,自民,3,,,
155,島根2,高見 康裕,@TAKAMI_yasuhiro,高見康裕（衆議院議員）,1612,422,,,,,https://takami-yasuhiro.com/,1980年10月16日,1,,たかみ やすひろ,自民,1,,,
156,福岡11,武田 良太,,,,,,,,,https://www.ryota.gr.jp/,1968年4月1日,1,,たけだ りょうた,自民,7,,,
157,北海道12,武部 新,@takebearata,武部新,4164,137,@user-lh3bl7tf4i,武部あらた,371,67,https://takebe-arata.com/,1970年7月20日,1,,たけべ あらた,自民,4,,,
158,滋賀3,武村 展英,@nobu_takemura,武村展英（のぶひで）,2112,927,,,,,https://nobuhide.com/,1972年1月21日,1,,たけむら のぶひで,自民,4,,,
159,千葉1,田嶋 要,@kanametajima,たじま要,12900,4979,@user-bs2ib7ot7w,たじま要,194,81,https://k-tajima.net/,1961年9月22日,1,,たじま かなめ,立憲,7,,,
160,富山3,橘 慶一郎,,,,,@user-qn2kv6hf3g,たちばな慶一郎 公式チャンネル,102,128,https://www.t-k1.net/,1961年1月23日,1,,たちばな けいいちろう,自民,5,,,
161,神奈川10,田中 和徳,@t_kazunori,田中和徳　神奈川１０区（川崎市川崎区・幸区）,4270,1475,,,,,https://tanaka-kazunori.com/,1949年1月21日,1,,たなか かずのり,自民,9,,,
162,埼玉15,田中 良生,@Tanaka_Ryosei,田中良生,4587,58,,,,,https://tanaka-ryosei.com/,1963年11月11日,1,,たなか りょうせい,自民,5,,,
163,岐阜2,棚橋 泰文,,,,,,,,,https://www.tanahashi-yasufumi.com/,1963年2月11日,1,,たなはし やすふみ,自民,9,,,
164,兵庫5,谷 公一,,,,,@tanikouichi,谷公一,18,127,https://www.tanikouichi.jp/,1952年1月28日,1,,たに こういち,自民,7,,,
165,長崎3,谷川 弥一,,,,,,,,,http://www.tanigawa81.jp/,1941年8月12日,1,,たにがわ やいち,自民,7,,,
166,奈良3,田野瀬 太道,@tanose_taido,たのせ太道事務所（公式）,112,55,,,,,https://tanose.jp/,1974年7月4日,1,,たのせ たいどう,自民,4,,,
167,富山1,田畑 裕明,@Tabata_Hiroaki,たばた裕明【選挙区は富山1区、自民党厚労部会長】,1518,218,@user-cu5es1vp7t,たばた裕明公式チャンネル,213,50,https://www.tabatahiroaki.com/,1973年1月2日,1,,たばた ひろあき,自民,4,,,
168,香川2,玉木 雄一郎,@tamakiyuichiro,玉木雄一郎（国民民主党代表）,346900,11500,@tamaki-channel,たまきチャンネル,175000,660,https://www.tamakinet.jp/,1969年5月1日,1,,たまき ゆういちろう,国民,5,,,
169,三重1,田村 憲久,,,,,@CH-lp1so,田村のりひさCH,185,17,https://tamura-norihisa.jp/,1964年12月15日,1,,たむら のりひさ,自民,9,,,
170,東京2,辻 清人,@tujikiyoto,辻清人（外務副大臣　衆議院議員　自由民主党　東京2区 ）,4921,504,@kiyoto0907,辻清人チャンネル,211,70,https://k-tsuji.jp/,1979年9月7日,1,,つじ きよと,自民,4,,,
171,東京13,土田 慎,@tsuchidashin,土田 しん / 衆議院議員(東京13区),1846,1845,,,,,https://tsuchida-shin.jp/,1990年10月30日,1,,つちだ しん,自民,1,,,
172,埼玉13,土屋 品子,@shinako_jimusho,土屋品子（つちや品子）事務所,396,6,@ShinakoTsuchiya,土屋品子,343,54,https://www.owls.jp/shinako/,1952年2月9日,2,,つちや しなこ,自民,8,,,
173,福岡5,堤 かなめ,@cdp_kaname,堤かなめ 衆議院議員（福岡5区）立憲民主党,1078,101,@user-yp7vs5zm8u,立憲民主党衆議院福岡5区総支部長　堤かなめ,28,3,https://www.kaname2010.org/,1960年10月27日,2,,つつみ かなめ,立憲,1,,,
174,東京5,手塚 仁雄,@t440_com,手塚よしお,1158,291,,,,,https://www.t440.com/,1966年9月14日,1,,てづか よしお,立憲,5,,,
175,広島5,寺田 稔,@terada124,寺田 稔（広島５区（新:４区）・衆議院議員）,6395,1229,@minoruterada,minoruterada,71,82,https://www.teradaminoru.com/index.html,1958年1月24日,1,,てらだ みのる,自民,6,,,
176,宮城1,土井 亨,@doitooru812,土井 とおる,5959,391,@user-ul1hb9cn1w,土井とおるオフィシャルチャンネル,194,11,http://www.doi-toru.com/,1958年8月12日,1,,どい とおる,自民,5,,,
177,兵庫10,渡海 紀三朗,@tokaikisaburo,渡海紀三朗 兵庫10区,181,23,@user-df6kl3fw4x,渡海紀三朗,42,31,https://kisaburo.net/,1948年2月11日,1,,とかい きさぶろう,自民,10,,,
178,秋田1,冨樫 博之,@hiroyukitogash,とがし博之,2286,26,@user-zw5it3df6p,とがし博之後援会事務所,29,53,https://www.togachan.jp/,1955年4月27日,1,,とがし ひろゆき,自民,4,,,
179,茨城7,永岡 桂子,@keiko_nagaoka,永岡 桂子,2158,39,@user-wn3xc2zh8d,永岡桂子事務所,189,30,https://keiko-nagaoka.jp/,1953年12月8日,2,,ながおか けいこ,自民,6,,,
180,愛知9,長坂 康正,@nagasakajimusho,衆議院議員 長坂やすまさ事務所,392,16,@user-by1og7jr2p,愛知９区　長坂やすまさ,17,4,http://nagasakayasumasa.com/,1957年4月10日,1,,ながさか やすまさ,自民,4,,,
181,群馬1,中曽根 康隆,@yasutaka_nksn,中曽根康隆【前防衛大臣政務官/衆議院議員/群馬1区】,7280,153,@user-wy5xh9el8r,衆議院議員 中曽根康隆 公式チャンネル,523,45,https://yasu-nakasone.com/,1982年1月19日,1,,なかそね やすたか,自民,2,,,
182,高知1,中谷 元,@gen_nakatani,中谷　元,775,1,,,,,https://nakatanigen.jp/,1957年10月14日,1,,なかたに げん,自民,11,,,
183,山梨1,中谷 真一,@nakatani80,中谷真一（自民党衆議院議員),4942,1805,@nakatanitv,nakatanitv,40,5,https://t.co/bZ23wvPW0f,1976年9月30日,1,,なかたに しんいち,自民,4,,,
184,大阪11,中司 宏,@nakatsuka_h,中司宏【衆議院議員　日本維新の会大阪11区（枚方市・交野市）】,2259,1407,@nakatsuka_hiroshi,中司宏 活動報告,171,72,https://nakatsukahiroshi.jp/,1956年3月11日,1,,なかつか ひろし,維新,1,,,
185,東京7,長妻 昭,@nagatsumaakira,長妻昭　すべての人に「居場所」と「出番」のある社会,70000,681,@nagatsumaTV,長妻 昭チャンネル,1700,500,https://naga.tv/,1960年6月14日,1,,ながつま あきら,立憲,8,,,
186,神奈川3,中西 健治,@Kenji_Nakanishi,中西けんじ　衆議院議員・自由民主党神奈川三区（鶴見区、神奈川区）支部長,7969,54,@NakanishiKenjiVideo,Kenji Nakanishi,362,441,http://www.nakanishikenji.jp/,1964年1月4日,1,,なかにし けんじ,自民,1,,,
187,埼玉7,中野 英幸,@HideNakano,中野英幸（ひでゆき）,2307,2241,@hideyukichannel,ひでゆきチャンネル,280,77,https://h-nakano.jp/,1961年9月6日,1,,なかの ひでゆき,自民,1,,,
188,兵庫8,中野 洋昌,@Hiro_NAKANO_,中野 ひろまさ,13899,935,@hiromasa-nakano,中野ひろまさ 衆議院議員 チャンネル,1600,44,http://www.nakano-hiromasa.com/,1978年1月4日,1,,なかの ひろまさ,公明,4,,,
189,北海道4,中村 裕之,@nakamurahiro3,中村裕之(衆議院議員・自民党･北海道4区選出),6605,1549,@user-yq6xq5re2h,中村裕之,447,357,https://www.hiro-nakamura.jp/,1961年2月23日,1,,なかむら ひろゆき,自民,4,,,
190,和歌山3,二階 俊博,@nikaimeyasubako,【公式】二階俊博目安箱@創藝社,,,,,,,http://www.nikai.jp/,1939年2月17日,1,,にかい としひろ,自民,13,,,
191,徳島1,仁木 博文,@nikihirobumi,【徳島１区】仁木博文　にきひろぶみ　後援会　無所属です,174,118,,,,,https://nikihirobumi.jp/,1966年5月23日,1,,にき ひろぶみ,自民,2,,,
192,長崎1,西岡 秀子,,,,,,,,,https://nishiokahideko.com/,1964年3月15日,2,,にしおか ひでこ,国民,2,,,
193,石川3,西田 昭二,@hatibe47,西田 昭二,1485,1516,@user-pp5rl8ve4b,にしだ 昭二,142,253,https://www.nishida-syoji.jp/,1969年5月1日,1,,にしだ しょうじ,自民,2,,,
194,熊本2,西野 太亮,@nishino_daisuke,西野だいすけ@衆議院 熊本2区,1522,142,@user-qy7zz7ej6l,西野だいすけ公式チャンネル,244,22,https://daisukenishino.kumamoto.jp/,1978年9月22日,1,,にしの だいすけ,自民,1,,,
195,宮城3,西村 明宏,,,,,@user-mv3dp4ze2b,自民党 衆議院議員候補（宮城県第3区） 西村あきひろ,16,6,https://www.a-nishimura.jp/,1960年7月16日,1,,にしむら あきひろ,自民,6,,,
196,新潟1,西村 智奈美,@chinami_niigata,西村ちなみ　立憲民主党,29700,775,@chinaminet,西村ちなみ,1110,358,https://www.chinami.net/,1970年11月18日,2,,にしむら ちなみ,立憲,6,,,
197,兵庫9,西村 康稔,@nishy03,西村やすとし NISHIMURA Yasutoshi,102800,464,@nishyYasutoshi,nishyYasutoshi,752,1200,https://www.yasutoshi.jp/,1962年10月15日,1,,にしむら やすとし,自民,7,,,
198,沖縄4,西銘 恒三郎,@NishimeKosaburo,西銘恒三郎 Kosaburo NISHIME,2750,394,,,,,http://nishime-k.com/,1954年8月7日,1,,にしめ こうさぶろう,自民,6,,,
199,愛知6,丹羽 秀樹,@niwajimusyo,丹羽ひでき事務所,1619,11,,,,,http://2wa.jp/,1972年12月20日,1,,にわ ひでき,自民,6,,,
200,茨城2,額賀 福志郎,@2946nukaga,額賀 福志郎,955,36,@user-es4uv5rf4b,額賀福志郎,27,15,https://www.nukaga-fukushiro.jp/,1944年1月11日,1,,ぬかが ふくしろう,自民,13,,,
201,福島2,根本 匠,@t_nemoto_office,根本匠（衆議院議員/自由民主党/福島2区）,953,326,@takuminemoto2352,Takumi Nemoto,47,59,https://www.t-nemoto.com/,1951年3月7日,1,,ねもと たくみ,自民,9,,,
202,愛知15,根本 幸典,@nemotoyukinori,根本幸典【衆議院議員】,3461,481,@user-xo5kw4es2n,根本幸典【衆議院議員】,371,26,https://nemoto-yukinori.com/,1965年2月21日,1,,ねもと ゆきのり,自民,4,,,
203,岐阜1,野田 聖子,@noda_seiko93,野田聖子,31500,597,@user-gr8wb6tm2k,野田聖子チャンネル公式,394,49,https://www.noda-seiko.gr.jp/,1960年9月3日,2,,のだ せいこ,自民,10,,,
204,千葉4,野田 佳彦,@NODAYOSHI55,野田よしひこ,22500,54,@YoshihikoNodaOfficial,"Yoshihiko Noda, Former PM of Japan",22,3,https://www.nodayoshi.gr.jp/,1957年5月20日,1,,のだ よしひこ,立憲,9,,,
205,鹿児島3,野間 健,@iT2id4lCBHRq1l5,野間たけし,472,72,,,,,http://noma-takeshi.jp/,1958年10月8日,1,,のま たけし,立憲,3,,,
206,東京24,萩生田 光一,@hagiuda_ko1,はぎうだ光一（自民党・東京24区）,885,3,@user-jd6vv7lw8u,はぎうだ光一のこのごろ,3550,,https://www.ko-1.jp/,1963年8月31日,1,,はぎうだ こういち,自民,6,,,
207,岡山4,橋本 岳,@ga9_h,はしもとがく（橋本岳）,14200,1360,,,,,http://ga9.cocolog-nifty.com/blog/,1974年2月5日,1,,はしもと がく,自民,5,,,
208,愛媛4,長谷川 淳二,@HasegawaJunji,長谷川じゅんじ＠衆議院議員🍊,566,228,@user-zd9ew1cb7i,長谷川じゅんじ,53,26,https://www.hasegawa-junji.com/,1968年8月5日,1,,はせがわ じゅんじ,自民,1,,,
209,福岡6,鳩山 二郎,@HatoyamaJiro,鳩山二郎,100,1,,,,,https://www.hatoyamajiro.com/,1979年1月1日,1,,はとやま じろう,自民,3,,,
210,茨城3,葉梨 康弘,@874ibaraki,葉梨康弘（自由民主党　衆議院議員　茨城3区）,1342,44,@user-xf3qt5bp6r,葉梨康弘,252,75,https://www.hanashiyasuhiro.com/category/activity/page/5,1959年10月12日,1,,はなし やすひろ,自民,6,,,
211,大阪17,馬場 伸幸,@baba_ishin,馬場 伸幸（ばばのぶゆき 日本維新の会）,44336,1258,@user-xb5sj2qo9q,維新の馬場ちゃんねる,2650,53,https://baba-nobuyuki.com/,1965年1月27日,1,,ばば のぶゆき,維新,4,,,
212,千葉12,浜田 靖一,@hamaday_staff,浜田靖一（スタッフ）,490,28,,,,,http://office-hamada.jp/,1955年10月21日,1,,はまだ やすかず,自民,10,,,
213,千葉10,林 幹雄,,,,,,,,,https://www.hayashimotoo.jp/,1947年1月3日,1,,はやし もとお,自民,10,,,
214,和歌山1,林 佑美,@yumih0087,林ゆみ（日本維新の会 衆議院和歌山１区）,2089,251,,,,,https://nippon-ishin.jp/y-hayashi/,1981年5月12日,２,,はやし ゆみ,維新,1,,,
215,山口3,林 芳正,@hayashi09615064,林芳正,19883,39,@hayashiyoshimasa,hayashiyoshimasa,235,47,https://www.yoshimasa.com/,1961年1月19日,1,,はやし よしまさ,自民,1,,,
216,佐賀1,原口 一博,@kharaguchi,原口　一博,315262,6507,@kharaguchi,原口一博,76500,6900,http://haraguti.com/,1959年7月2日,1,,はらぐち かずひろ,立憲,9,,,
217,広島2,平口 洋,@hiraguchi0801,平口 洋（ひらぐちひろし）衆議院議員/広島２区/５期,930,95,,,,,https://www.hiraguchi.com/,1948年8月1日,1,,ひらぐち ひろし,自民,5,,,
218,東京17,平沢 勝栄,@katsueihirasawa,平沢勝栄,3241,11,@webtv6414,WEBTV平沢勝栄チャンネル,61,143,https://hirasawa.net/,1945年9月4日,1,,ひらさわ かつえい,自民,9,,,
219,岡山3,平沼 正二郎,@HiranumaShojiro,平沼正二郎,3444,460,@user-yq6zy1lw3v,平沼正二郎,283,19,https://shojiro.info/,1979年11月11日,1,,ひらぬま しょうじろう,自民,1,,,
220,静岡4,深澤 陽一,@fukazawayoichi,ふかざわ陽一（深澤陽一・深沢陽一）,2282,139,@user-th7pz4pb8s,ふかざわ陽一公式,102,58,y-fukazawa.jp,1976年6月21日,1,,ふかざわ よういち,自民,2,,,
221,茨城1,福島 伸享,@fukuchan_ib,衆議院議員 福島伸享（のぶゆき）後援会,1618,635,@user-ws9vy5hv4s,衆議院議員 福島のぶゆき,1550,124,https://fukushima-nobuyuki.com/,1970年8月8日,1,,ふくしま のぶゆき,有志,3,,,
222,栃木2,福田 昭夫,@fukuda_tochigi,福田あきお【衆議院議員／栃木２区】立憲民主党,175,48,@user-rd5wf6nw5i,福田あきお この国のための挑戦!,111,4,https://www.fukudaa-houtoku.com/,1948年4月17日,1,,ふくだ あきお,立憲,6,,,
223,群馬4,福田 達夫,@Fukuda19670305,福田達夫【衆議院議員・群馬４区】,5954,69,@user-oe1om2zh7d,福田達夫公式チャンネル,534,43,https://tatsuo-f.jp/,1967年3月5日,1,,ふくだ たつお,自民,4,,,
224,兵庫4,藤井 比早之,@FujiiHisayuki,藤井ひさゆき（ふじいひさゆき）,4179,3305,,,,,https://fujiihisayuki.jp/,1971年9月11日,1,,ふじい ひさゆき,自民,4,,,
225,大阪12,藤田 文武,@fumi_fuji,藤田文武(日本維新の会 幹事長),30500,664,,,,,https://fumitakefujita.com/,1980年12月27日,1,,ふじた ふみたけ,維新,2,,,
226,福岡7,藤丸 敏,@fujimarusatoshi,藤丸さとし(大牟田事務所),74,3,@user-nj3ti7gs2c,藤丸さとし公式YouTubeチャンネル,141,35,https://fujimaru-satoshi.net/,1960年1月19日,1,,ふじまる さとし,自民,4,,,
227,岩手3,藤原 崇,@iwate_fujiwara,藤原 崇 （ふじわら　たかし）衆議院議員,4497,525,@TV-iq5vw,藤原たかしTV,262,45,https://takasi.info/index.html,1983年8月2日,1,,ふじわら たかし,自民,4,,,
228,神奈川13,太 栄志,@h_futori,太 栄志（ふとり・ひでし）衆議院議員・立憲民主党,4452,536,@user-gu3dp7li9h,太ひでしの”若者と政治家をつなぐ！”,93,18,http://futori.net/,1977年4月27日,1,,ふとり ひでし,立憲,1,,,
229,栃木1,船田 元,,,,,@user-in4qp1lz2h,船田はじめチャンネル,64,5,https://funada.org/funadapress/,1953年11月22日,1,,ふなだ はじめ,自民,13,,,
230,神奈川6,古川 直季,@FurukawaNaoki,古川直季(ふるかわ・なおき),2425,2292,,,,,https://furukawa2002.com/,1968年8月31日,1,,ふるかわ なおき,自民,1,,,
231,愛知2,古川 元久,@Fullgen,古川元久 (Moto Furukawa),10900,169,@MotohisaFurukawa,MotohisaFurukawa,510,115,https://furukawa.cc/,1965年12月6日,1,,ふるかわ もとひさ,国民,9,,,
232,宮崎3,古川 禎久,,,,,,,,,http://www.furukawa-yoshihisa.com/,1965年8月3日,1,,ふるかわ よしひさ,自民,7,,,
233,岐阜5,古屋 圭司,@Furuya_keiji,古屋圭司,25300,13,@user-dh7eu4xm7r,古屋圭司,2490,44,http://www.furuya-keiji.jp/,1952年11月1日,1,,ふるや けいじ,自民,11,,,
234,埼玉4,穂坂 泰,@Hosaka_saitama4,衆議院議員ほさかやすし(埼玉4区),2608,1441,@CHANNEL-ho7pt,衆議院議員 ほさかやすし CHANNEL,934,187,https://www.hosakayasushi.com/,1974年2月17日,1,,ほさか やすし,自民,2,,,
235,新潟2,細田 健一,@hosoda_kenichi,細田健一,11600,460,@user-yk7yi8ol2y,細田健一,110,16,https://hosoda-kenichi.jp/,1964年7月11日,1,,ほそだ けんいち,自民,4,,,
236,島根1,細田 博之,@HosodaHiroyuki,細田博之,3401,0,@user-fl2un9lb1l,細田博之チャンネル,301,14,https://h-hosoda.jp/,1944年4月5日,1,,ほそだ ひろゆき,無,11,,,
237,静岡5,細野 豪志,@hosono_54,細野豪志,131000,703,@hosono_54,細野豪志チャンネル,11200,184,https://www.gohosono.com/,1971年8月21日,1,,ほその ごうし,自民,8,,,
238,山梨2,堀内 詔子,@genkihoriuchi,堀内のり子@山梨2区 衆議院議員,7800,402,@4cloversociety,堀内のり子 公式動画アーカイブス,61,15,https://genkihoriuchi.com/,1965年10月28日,2,,ほりうち のりこ,自民,4,,,
239,千葉8,本庄 知史,@honjosatoshi,本庄さとし 衆議院議員（千葉8区、立憲民主党）,3167,814,@user-ty7sv5in3p,衆議院議員 本庄さとし公式チャンネル,66,42,https://www.honjosatoshi.jp/,1974年10月22日,1,,ほんじょう さとし,立憲,1,,,
240,京都5,本田 太郎,@kyoto_honda,本田太郎(衆議院議員),586,13,@user-yz8sj5fw3j,本田太郎チャンネル,238,35,https://www.honda-taro.jp/,1973年12月1日,1,,ほんだ たろう,自民,2,,,
241,京都2,前原 誠司,@Maehara2016,前原誠司,37800,239,@official-dj1tp,前原誠司チャンネル　official,2080,166,https://www.maehara21.com/,1962年4月30日,1,,まえはら せいじ,国民,10,,,
242,神奈川17,牧島 かれん,@makishimakaren,牧島かれん,29300,5441,@MakishimaOffice,牧島かれん,241,74,https://makishimakaren.com/,1976年11月1日,2,,まきしま かれん,自民,4,,,
243,北海道2,松木けんこう,@kenkou64865187,松木けんこう 衆議院議員　立憲民主党北海道第2区総支部代表,5266,1843,@user-bc2iy2sv1i,衆議院議員松木けんこう 《しあわせの土台づくり》,104,14,https://kenko-matsuki.com/,1959年2月22日,1,,まつき けんこう,立憲,6,,,
244,東京14,松島 みどり,@matusimamidori,松島みどり 東京14区　衆議院議員,9901,880,@user-kv4ne5un7m,松島みどり,51,104,https://www.matsushima-midori.jp/,1956年7月15日,2,,まつしま みどり,自民,7,,,
245,千葉3,松野 博一,@MatsunoHirokazu,松野博一,7953,131,,,,,https://www.hiro-matsuno.net/,1962年9月13日,1,,まつの ひろかず,自民,8,,,
246,東京3,松原 仁,@matsubarajin731,松原仁（衆議院議員 無所属 東京26区 目黒区・大田区）まつばら仁,44800,4327,@user-jl3wk1ho7i,松原仁のジンジンちゃんねる 東京26区,16200,524,https://www.jin-m.com/,1956年7月31日,1,,まつばら じん,立憲,8,,,
247,兵庫11,松本 剛明,,,,,@user-yn6pk3xq2s,松本たけあき公式チャンネル,103,6,https://m-takeaki.jp/,1959年4月25日,1,,まつもと たけあき,自民,8,,,
248,千葉13,松本 尚,@hmatsu63,松本ひさし／ドクターヘリ,8494,86,@view9811,"衆議院議員 松本ひさしの""行動view""",2790,48,https://www.matsumotohisashi.com/,1962年6月3日,1,,まつもと ひさし,自民,1,,,
249,奈良1,馬淵 澄夫,@mabuchi_sumio,馬淵澄夫(まぶちすみお),46700,545,@mabuchisumio-channel,まぶっちゃんねる,1970,217,https://mabuti.net/,1960年8月23日,1,,まぶち すみお,立憲,7,,,
250,鹿児島2,三反園 訓,@satoshimitazono,みたぞのさとし　衆議院議員,4,1,@user-cc7sz3ob7h,みたぞのさとし後援会事務所,17,16,https://mitazono.jp/,1958年2月13日,1,,みたぞの さとし,自民,1,,,
251,北海道1,道下 大樹,@michishitadaiki,道下大樹（みちしただいき）立憲民主党　衆議院議員（北海道１区）,2583,272,,,,,https://www.michishita-daiki.jp/,1975年12月24日,1,,みちした だいき,立憲,2,,,
252,埼玉14,三ッ林 裕巳,,,,,@user-pk9qj2ny8c,三ツ林ひろみ,6,1,https://www.h-mitsubayashi.com/,1955年9月7日,1,,みつばやし ひろみ,自民,4,,,
253,秋田2,緑川 貴士,@green_river15t,🟩衆議院議員 緑川たかし👹秋田なまはげ,1557,1052,@user-kc8wc1fe1j,緑川たかし事務所,14,1,https://midori-kawa.jp/,1985年1月10日,1,,みどりかわ たかし,立憲,2,,,
254,大阪4,美延 映夫,@minobeteruo,ミノベテルオ,2619,482,@user-zt2uv3fn5z,テルオちゃんネル,1,1,https://www.minobe-teruo.com/,1961年5月23日,1,,みのべ てるお,維新,2,,,
255,秋田3,御法川 信英,@minorikawa_nobu,みのり川 信英,1157,301,,,,,https://minorikawa.jp/,1964年5月25日,1,,みのりかわ のぶひで,自民,6,,,
256,福岡4,宮内 秀樹,@MiyauchiHideki,宮内秀樹,2561,111,@MiyauchiHideki,宮内秀樹,99,38,https://miyauchihideki.jp/,1962年10月19日,1,,みやうち ひでき,自民,4,,,
257,鹿児島1,宮路 拓馬,@miyajitakuma,みやじ拓馬(前内閣府大臣政務官/鹿児島1区/鹿児島市),4047,1142,@user-ly5he1vg2i,みやじ拓馬,224,21,https://miyaji-takuma.com/,1979年12月6日,1,,みやじ たくま,自民,3,,,
258,長野5,宮下 一郎,@michirojim,宮下　一郎（衆議院議員）,1553,1182,@miyashitaichiro,宮下一郎事務所,86,37,https://www.m-ichiro.jp/,1958年8月1日,1,,みやした いちろう,自民,6,,,
259,岐阜3,武藤 容治,@mutouyouji,武藤容治,4265,,,,,,https://mutou-youji.jp/,1955年10月18日,1,,むとう ようじ,自民,5,,,
260,埼玉1,村井 英樹,@muraihideki,村井英樹（内閣官房副長官 / 埼玉１区 / さいたま市）,7978,145,@user-nw1zn8jf1w,村井英樹,363,11,https://muraihideki.com/,1980年5月14日,1,,むらい ひでき,自民,4,,,
261,愛媛2,村上 誠一郎,,,,,,,,,https://sei-murakami.jp/,1952年5月11日,1,,むらかみ せいいちろう,自民,12,,,
262,栃木5,茂木 敏充,@moteging,茂木敏充,84200,81,,,,,https://motegi.gr.jp/,1955年10月7日,1,,もてぎ としみつ,自民,10,,,
263,千葉11,森 英介,,,,,,,,,http://www.morieisuke.com/,1948年8月31日,1,,もり えいすけ,自民,11,,,
264,大阪2,守島 正,@morishima_staff,日本維新の会 守島正 事務所(衆議院大阪2区),792,29,@user-wc7ts5qg9e,守島正公式YouTubeチャンネル,94,34,http://t-morishima.net/,1981年7月15日,1,,もりしま ただし,維新,1,,,
265,埼玉12,森田 俊和,@mori_morita,森田としかず,2183,1429,,,,,https://www.morita-toshikazu.com/,1974年9月19日,1,,もりた としかず,立憲,2,,,
266,鹿児島4,森山 裕,,,,,,,,,https://www.moriyama-hiroshi.com/,1945年4月8日,1,,もりやま ひろし,自民,7,,,
